OA22CD,DZ22CD,DZ22NM,IZ22CD,IZ22NM,LAD24CD,LAD24NM
S00170402,S01018651,Wishaw North - 02,S02003458,Wishaw North,S12000050,North Lanarkshire
S00170418,S01018651,Wishaw North - 02,S02003458,Wishaw North,S12000050,North Lanarkshire
S00170406,S01018651,Wishaw North - 02,S02003458,Wishaw North,S12000050,North Lanarkshire
S00170430,S01018652,Wishaw North - 03,S02003458,Wishaw North,S12000050,North Lanarkshire
S00170348,S01018652,Wishaw North - 03,S02003458,Wishaw North,S12000050,North Lanarkshire
S00170357,S01018652,Wishaw North - 03,S02003458,Wishaw North,S12000050,North Lanarkshire
S00170396,S01018652,Wishaw North - 03,S02003458,Wishaw North,S12000050,North Lanarkshire
S00170417,S01018652,Wishaw North - 03,S02003458,Wishaw North,S12000050,North Lanarkshire
S00170359,S01018652,Wishaw North - 03,S02003458,Wishaw North,S12000050,North Lanarkshire
S00170415,S01018652,Wishaw North - 03,S02003458,Wishaw North,S12000050,North Lanarkshire
S00170403,S01018652,Wishaw North - 03,S02003458,Wishaw North,S12000050,North Lanarkshire
S00170425,S01018652,Wishaw North - 03,S02003458,Wishaw North,S12000050,North Lanarkshire
S00170394,S01018652,Wishaw North - 03,S02003458,Wishaw North,S12000050,North Lanarkshire
S00170427,S01018653,Wishaw North - 04,S02003458,Wishaw North,S12000050,North Lanarkshire
S00170420,S01018653,Wishaw North - 04,S02003458,Wishaw North,S12000050,North Lanarkshire
S00170456,S01018653,Wishaw North - 04,S02003458,Wishaw North,S12000050,North Lanarkshire
S00170434,S01018653,Wishaw North - 04,S02003458,Wishaw North,S12000050,North Lanarkshire
S00170444,S01018654,Wishaw North - 05,S02003458,Wishaw North,S12000050,North Lanarkshire
S00170421,S01018654,Wishaw North - 05,S02003458,Wishaw North,S12000050,North Lanarkshire
S00170377,S01018654,Wishaw North - 05,S02003458,Wishaw North,S12000050,North Lanarkshire
S00170370,S01018654,Wishaw North - 05,S02003458,Wishaw North,S12000050,North Lanarkshire
S00170428,S01018654,Wishaw North - 05,S02003458,Wishaw North,S12000050,North Lanarkshire
S00170350,S01018654,Wishaw North - 05,S02003458,Wishaw North,S12000050,North Lanarkshire
S00170413,S01018654,Wishaw North - 05,S02003458,Wishaw North,S12000050,North Lanarkshire
S00170369,S01018654,Wishaw North - 05,S02003458,Wishaw North,S12000050,North Lanarkshire
S00170329,S01018655,Wishaw North - 06,S02003458,Wishaw North,S12000050,North Lanarkshire
S00170337,S01018655,Wishaw North - 06,S02003458,Wishaw North,S12000050,North Lanarkshire
S00170275,S01018655,Wishaw North - 06,S02003458,Wishaw North,S12000050,North Lanarkshire
S00170278,S01018655,Wishaw North - 06,S02003458,Wishaw North,S12000050,North Lanarkshire
S00170265,S01018655,Wishaw North - 06,S02003458,Wishaw North,S12000050,North Lanarkshire
S00170263,S01018655,Wishaw North - 06,S02003458,Wishaw North,S12000050,North Lanarkshire
S00170307,S01018656,Wishaw North - 07,S02003458,Wishaw North,S12000050,North Lanarkshire
S00170269,S01018656,Wishaw North - 07,S02003458,Wishaw North,S12000050,North Lanarkshire
S00170270,S01018656,Wishaw North - 07,S02003458,Wishaw North,S12000050,North Lanarkshire
S00170276,S01018656,Wishaw North - 07,S02003458,Wishaw North,S12000050,North Lanarkshire
S00170285,S01018656,Wishaw North - 07,S02003458,Wishaw North,S12000050,North Lanarkshire
S00170290,S01018656,Wishaw North - 07,S02003458,Wishaw North,S12000050,North Lanarkshire
S00170319,S01018656,Wishaw North - 07,S02003458,Wishaw North,S12000050,North Lanarkshire
S00170258,S01018657,Wishaw North - 08,S02003458,Wishaw North,S12000050,North Lanarkshire
S00170234,S01018657,Wishaw North - 08,S02003458,Wishaw North,S12000050,North Lanarkshire
S00170196,S01018657,Wishaw North - 08,S02003458,Wishaw North,S12000050,North Lanarkshire
S00170240,S01018657,Wishaw North - 08,S02003458,Wishaw North,S12000050,North Lanarkshire
S00170222,S01018657,Wishaw North - 08,S02003458,Wishaw North,S12000050,North Lanarkshire
S00170237,S01018658,Wishaw North - 09,S02003458,Wishaw North,S12000050,North Lanarkshire
S00170198,S01018658,Wishaw North - 09,S02003458,Wishaw North,S12000050,North Lanarkshire
S00170199,S01018658,Wishaw North - 09,S02003458,Wishaw North,S12000050,North Lanarkshire
S00170247,S01018658,Wishaw North - 09,S02003458,Wishaw North,S12000050,North Lanarkshire
S00170229,S01018658,Wishaw North - 09,S02003458,Wishaw North,S12000050,North Lanarkshire
S00170249,S01018658,Wishaw North - 09,S02003458,Wishaw North,S12000050,North Lanarkshire
S00170255,S01018659,Coltness - 01,S02003459,Coltness,S12000050,North Lanarkshire
S00170242,S01018659,Coltness - 01,S02003459,Coltness,S12000050,North Lanarkshire
S00170214,S01018659,Coltness - 01,S02003459,Coltness,S12000050,North Lanarkshire
S00170232,S01018659,Coltness - 01,S02003459,Coltness,S12000050,North Lanarkshire
S00170218,S01018659,Coltness - 01,S02003459,Coltness,S12000050,North Lanarkshire
S00170224,S01018659,Coltness - 01,S02003459,Coltness,S12000050,North Lanarkshire
S00170191,S01018660,Coltness - 02,S02003459,Coltness,S12000050,North Lanarkshire
S00170185,S01018660,Coltness - 02,S02003459,Coltness,S12000050,North Lanarkshire
S00170184,S01018660,Coltness - 02,S02003459,Coltness,S12000050,North Lanarkshire
S00170155,S01018660,Coltness - 02,S02003459,Coltness,S12000050,North Lanarkshire
S00170143,S01018660,Coltness - 02,S02003459,Coltness,S12000050,North Lanarkshire
S00170170,S01018660,Coltness - 02,S02003459,Coltness,S12000050,North Lanarkshire
S00170188,S01018660,Coltness - 02,S02003459,Coltness,S12000050,North Lanarkshire
S00170145,S01018660,Coltness - 02,S02003459,Coltness,S12000050,North Lanarkshire
S00170144,S01018661,Coltness - 03,S02003459,Coltness,S12000050,North Lanarkshire
S00170160,S01018661,Coltness - 03,S02003459,Coltness,S12000050,North Lanarkshire
S00170186,S01018661,Coltness - 03,S02003459,Coltness,S12000050,North Lanarkshire
S00170159,S01018661,Coltness - 03,S02003459,Coltness,S12000050,North Lanarkshire
S00170164,S01018661,Coltness - 03,S02003459,Coltness,S12000050,North Lanarkshire
S00170130,S01018662,Coltness - 04,S02003459,Coltness,S12000050,North Lanarkshire
S00170148,S01018662,Coltness - 04,S02003459,Coltness,S12000050,North Lanarkshire
S00170120,S01018662,Coltness - 04,S02003459,Coltness,S12000050,North Lanarkshire
S00170104,S01018662,Coltness - 04,S02003459,Coltness,S12000050,North Lanarkshire
S00170124,S01018662,Coltness - 04,S02003459,Coltness,S12000050,North Lanarkshire
S00170115,S01018662,Coltness - 04,S02003459,Coltness,S12000050,North Lanarkshire
S00170110,S01018663,Coltness - 05,S02003459,Coltness,S12000050,North Lanarkshire
S00170116,S01018663,Coltness - 05,S02003459,Coltness,S12000050,North Lanarkshire
S00170091,S01018663,Coltness - 05,S02003459,Coltness,S12000050,North Lanarkshire
S00170106,S01018663,Coltness - 05,S02003459,Coltness,S12000050,North Lanarkshire
S00170093,S01018663,Coltness - 05,S02003459,Coltness,S12000050,North Lanarkshire
S00170086,S01018663,Coltness - 05,S02003459,Coltness,S12000050,North Lanarkshire
S00170121,S01018663,Coltness - 05,S02003459,Coltness,S12000050,North Lanarkshire
S00170281,S01018664,Wishaw East - 01,S02003460,Wishaw East,S12000050,North Lanarkshire
S00170268,S01018664,Wishaw East - 01,S02003460,Wishaw East,S12000050,North Lanarkshire
S00170259,S01018664,Wishaw East - 01,S02003460,Wishaw East,S12000050,North Lanarkshire
S00170266,S01018664,Wishaw East - 01,S02003460,Wishaw East,S12000050,North Lanarkshire
S00170328,S01018665,Wishaw East - 02,S02003460,Wishaw East,S12000050,North Lanarkshire
S00170321,S01018665,Wishaw East - 02,S02003460,Wishaw East,S12000050,North Lanarkshire
S00170303,S01018665,Wishaw East - 02,S02003460,Wishaw East,S12000050,North Lanarkshire
S00170291,S01018665,Wishaw East - 02,S02003460,Wishaw East,S12000050,North Lanarkshire
S00170310,S01018665,Wishaw East - 02,S02003460,Wishaw East,S12000050,North Lanarkshire
S00170311,S01018665,Wishaw East - 02,S02003460,Wishaw East,S12000050,North Lanarkshire
S00170284,S01018665,Wishaw East - 02,S02003460,Wishaw East,S12000050,North Lanarkshire
S00170411,S01018666,Wishaw East - 03,S02003460,Wishaw East,S12000050,North Lanarkshire
S00170360,S01018666,Wishaw East - 03,S02003460,Wishaw East,S12000050,North Lanarkshire
S00170363,S01018666,Wishaw East - 03,S02003460,Wishaw East,S12000050,North Lanarkshire
S00170386,S01018666,Wishaw East - 03,S02003460,Wishaw East,S12000050,North Lanarkshire
S00170414,S01018666,Wishaw East - 03,S02003460,Wishaw East,S12000050,North Lanarkshire
S00170387,S01018666,Wishaw East - 03,S02003460,Wishaw East,S12000050,North Lanarkshire
S00170408,S01018666,Wishaw East - 03,S02003460,Wishaw East,S12000050,North Lanarkshire
S00170419,S01018666,Wishaw East - 03,S02003460,Wishaw East,S12000050,North Lanarkshire
S00170349,S01018667,Wishaw East - 04,S02003460,Wishaw East,S12000050,North Lanarkshire
S00170326,S01018667,Wishaw East - 04,S02003460,Wishaw East,S12000050,North Lanarkshire
S00170294,S01018667,Wishaw East - 04,S02003460,Wishaw East,S12000050,North Lanarkshire
S00170312,S01018667,Wishaw East - 04,S02003460,Wishaw East,S12000050,North Lanarkshire
S00170288,S01018667,Wishaw East - 04,S02003460,Wishaw East,S12000050,North Lanarkshire
S00170313,S01018668,Newmains - 01,S02003461,Newmains,S12000050,North Lanarkshire
S00170332,S01018668,Newmains - 01,S02003461,Newmains,S12000050,North Lanarkshire
S00170296,S01018668,Newmains - 01,S02003461,Newmains,S12000050,North Lanarkshire
S00170277,S01018668,Newmains - 01,S02003461,Newmains,S12000050,North Lanarkshire
S00170256,S01018668,Newmains - 01,S02003461,Newmains,S12000050,North Lanarkshire
S00170279,S01018668,Newmains - 01,S02003461,Newmains,S12000050,North Lanarkshire
S00170203,S01018668,Newmains - 01,S02003461,Newmains,S12000050,North Lanarkshire
S00170209,S01018669,Newmains - 02,S02003461,Newmains,S12000050,North Lanarkshire
S00170217,S01018669,Newmains - 02,S02003461,Newmains,S12000050,North Lanarkshire
S00170205,S01018669,Newmains - 02,S02003461,Newmains,S12000050,North Lanarkshire
S00170206,S01018669,Newmains - 02,S02003461,Newmains,S12000050,North Lanarkshire
S00170183,S01018669,Newmains - 02,S02003461,Newmains,S12000050,North Lanarkshire
S00170180,S01018670,Newmains - 03,S02003461,Newmains,S12000050,North Lanarkshire
S00170182,S01018670,Newmains - 03,S02003461,Newmains,S12000050,North Lanarkshire
S00170176,S01018670,Newmains - 03,S02003461,Newmains,S12000050,North Lanarkshire
S00170156,S01018670,Newmains - 03,S02003461,Newmains,S12000050,North Lanarkshire
S00170172,S01018670,Newmains - 03,S02003461,Newmains,S12000050,North Lanarkshire
S00170146,S01018670,Newmains - 03,S02003461,Newmains,S12000050,North Lanarkshire
S00170127,S01018671,Newmains - 04,S02003461,Newmains,S12000050,North Lanarkshire
S00170132,S01018671,Newmains - 04,S02003461,Newmains,S12000050,North Lanarkshire
S00170126,S01018671,Newmains - 04,S02003461,Newmains,S12000050,North Lanarkshire
S00170141,S01018671,Newmains - 04,S02003461,Newmains,S12000050,North Lanarkshire
S00170153,S01018671,Newmains - 04,S02003461,Newmains,S12000050,North Lanarkshire
S00170142,S01018672,Newmains - 05,S02003461,Newmains,S12000050,North Lanarkshire
S00170099,S01018672,Newmains - 05,S02003461,Newmains,S12000050,North Lanarkshire
S00170131,S01018672,Newmains - 05,S02003461,Newmains,S12000050,North Lanarkshire
S00170119,S01018672,Newmains - 05,S02003461,Newmains,S12000050,North Lanarkshire
S00170152,S01018673,Newmains - 06,S02003461,Newmains,S12000050,North Lanarkshire
S00170165,S01018673,Newmains - 06,S02003461,Newmains,S12000050,North Lanarkshire
S00170149,S01018673,Newmains - 06,S02003461,Newmains,S12000050,North Lanarkshire
S00170158,S01018673,Newmains - 06,S02003461,Newmains,S12000050,North Lanarkshire
S00170189,S01018673,Newmains - 06,S02003461,Newmains,S12000050,North Lanarkshire
S00170220,S01018674,Newmains - 07,S02003461,Newmains,S12000050,North Lanarkshire
S00170192,S01018674,Newmains - 07,S02003461,Newmains,S12000050,North Lanarkshire
S00170204,S01018674,Newmains - 07,S02003461,Newmains,S12000050,North Lanarkshire
S00170202,S01018674,Newmains - 07,S02003461,Newmains,S12000050,North Lanarkshire
S00170221,S01018675,Newmains - 08,S02003461,Newmains,S12000050,North Lanarkshire
S00170219,S01018675,Newmains - 08,S02003461,Newmains,S12000050,North Lanarkshire
S00170194,S01018675,Newmains - 08,S02003461,Newmains,S12000050,North Lanarkshire
S00170193,S01018675,Newmains - 08,S02003461,Newmains,S12000050,North Lanarkshire
S00170227,S01018675,Newmains - 08,S02003461,Newmains,S12000050,North Lanarkshire
S00170177,S01018676,Newmains - 09,S02003461,Newmains,S12000050,North Lanarkshire
S00170157,S01018676,Newmains - 09,S02003461,Newmains,S12000050,North Lanarkshire
S00170168,S01018676,Newmains - 09,S02003461,Newmains,S12000050,North Lanarkshire
S00170163,S01018676,Newmains - 09,S02003461,Newmains,S12000050,North Lanarkshire
S00170178,S01018676,Newmains - 09,S02003461,Newmains,S12000050,North Lanarkshire
S00170125,S01018676,Newmains - 09,S02003461,Newmains,S12000050,North Lanarkshire
S00170147,S01018676,Newmains - 09,S02003461,Newmains,S12000050,North Lanarkshire
S00169968,S01018677,Allanton - Newmains Rural - 01,S02003462,Allanton - Newmains Rural,S12000050,North Lanarkshire
S00170169,S01018677,Allanton - Newmains Rural - 01,S02003462,Allanton - Newmains Rural,S12000050,North Lanarkshire
S00170384,S01018677,Allanton - Newmains Rural - 01,S02003462,Allanton - Newmains Rural,S12000050,North Lanarkshire
S00170400,S01018677,Allanton - Newmains Rural - 01,S02003462,Allanton - Newmains Rural,S12000050,North Lanarkshire
S00170452,S01018677,Allanton - Newmains Rural - 01,S02003462,Allanton - Newmains Rural,S12000050,North Lanarkshire
S00170446,S01018678,Allanton - Newmains Rural - 02,S02003462,Allanton - Newmains Rural,S12000050,North Lanarkshire
S00170469,S01018678,Allanton - Newmains Rural - 02,S02003462,Allanton - Newmains Rural,S12000050,North Lanarkshire
S00170442,S01018678,Allanton - Newmains Rural - 02,S02003462,Allanton - Newmains Rural,S12000050,North Lanarkshire
S00170432,S01018678,Allanton - Newmains Rural - 02,S02003462,Allanton - Newmains Rural,S12000050,North Lanarkshire
S00170065,S01018679,Allanton - Newmains Rural - 03,S02003462,Allanton - Newmains Rural,S12000050,North Lanarkshire
S00170060,S01018679,Allanton - Newmains Rural - 03,S02003462,Allanton - Newmains Rural,S12000050,North Lanarkshire
S00170023,S01018679,Allanton - Newmains Rural - 03,S02003462,Allanton - Newmains Rural,S12000050,North Lanarkshire
S00170053,S01018679,Allanton - Newmains Rural - 03,S02003462,Allanton - Newmains Rural,S12000050,North Lanarkshire
S00169995,S01018679,Allanton - Newmains Rural - 03,S02003462,Allanton - Newmains Rural,S12000050,North Lanarkshire
S00170051,S01018680,Allanton - Newmains Rural - 04,S02003462,Allanton - Newmains Rural,S12000050,North Lanarkshire
S00170033,S01018680,Allanton - Newmains Rural - 04,S02003462,Allanton - Newmains Rural,S12000050,North Lanarkshire
S00170021,S01018680,Allanton - Newmains Rural - 04,S02003462,Allanton - Newmains Rural,S12000050,North Lanarkshire
S00170046,S01018680,Allanton - Newmains Rural - 04,S02003462,Allanton - Newmains Rural,S12000050,North Lanarkshire
S00170040,S01018680,Allanton - Newmains Rural - 04,S02003462,Allanton - Newmains Rural,S12000050,North Lanarkshire
S00170001,S01018680,Allanton - Newmains Rural - 04,S02003462,Allanton - Newmains Rural,S12000050,North Lanarkshire
S00169749,S01018681,Shotts - 01,S02003463,Shotts,S12000050,North Lanarkshire
S00169707,S01018681,Shotts - 01,S02003463,Shotts,S12000050,North Lanarkshire
S00169665,S01018681,Shotts - 01,S02003463,Shotts,S12000050,North Lanarkshire
S00169735,S01018681,Shotts - 01,S02003463,Shotts,S12000050,North Lanarkshire
S00169672,S01018681,Shotts - 01,S02003463,Shotts,S12000050,North Lanarkshire
S00169730,S01018681,Shotts - 01,S02003463,Shotts,S12000050,North Lanarkshire
S00169670,S01018681,Shotts - 01,S02003463,Shotts,S12000050,North Lanarkshire
S00169765,S01018681,Shotts - 01,S02003463,Shotts,S12000050,North Lanarkshire
S00169646,S01018682,Shotts - 02,S02003463,Shotts,S12000050,North Lanarkshire
S00169654,S01018682,Shotts - 02,S02003463,Shotts,S12000050,North Lanarkshire
S00169619,S01018682,Shotts - 02,S02003463,Shotts,S12000050,North Lanarkshire
S00169597,S01018682,Shotts - 02,S02003463,Shotts,S12000050,North Lanarkshire
S00169585,S01018682,Shotts - 02,S02003463,Shotts,S12000050,North Lanarkshire
S00169595,S01018682,Shotts - 02,S02003463,Shotts,S12000050,North Lanarkshire
S00169633,S01018682,Shotts - 02,S02003463,Shotts,S12000050,North Lanarkshire
S00169613,S01018682,Shotts - 02,S02003463,Shotts,S12000050,North Lanarkshire
S00169618,S01018682,Shotts - 02,S02003463,Shotts,S12000050,North Lanarkshire
S00169587,S01018683,Shotts - 03,S02003463,Shotts,S12000050,North Lanarkshire
S00169581,S01018683,Shotts - 03,S02003463,Shotts,S12000050,North Lanarkshire
S00169495,S01018683,Shotts - 03,S02003463,Shotts,S12000050,North Lanarkshire
S00169566,S01018683,Shotts - 03,S02003463,Shotts,S12000050,North Lanarkshire
S00169583,S01018683,Shotts - 03,S02003463,Shotts,S12000050,North Lanarkshire
S00169552,S01018683,Shotts - 03,S02003463,Shotts,S12000050,North Lanarkshire
S00169561,S01018683,Shotts - 03,S02003463,Shotts,S12000050,North Lanarkshire
S00169574,S01018683,Shotts - 03,S02003463,Shotts,S12000050,North Lanarkshire
S00169564,S01018683,Shotts - 03,S02003463,Shotts,S12000050,North Lanarkshire
S00169571,S01018684,Shotts - 04,S02003463,Shotts,S12000050,North Lanarkshire
S00169575,S01018684,Shotts - 04,S02003463,Shotts,S12000050,North Lanarkshire
S00169591,S01018684,Shotts - 04,S02003463,Shotts,S12000050,North Lanarkshire
S00169548,S01018684,Shotts - 04,S02003463,Shotts,S12000050,North Lanarkshire
S00169556,S01018684,Shotts - 04,S02003463,Shotts,S12000050,North Lanarkshire
S00169558,S01018684,Shotts - 04,S02003463,Shotts,S12000050,North Lanarkshire
S00169578,S01018684,Shotts - 04,S02003463,Shotts,S12000050,North Lanarkshire
S00169668,S01018685,Shotts - 05,S02003463,Shotts,S12000050,North Lanarkshire
S00169612,S01018685,Shotts - 05,S02003463,Shotts,S12000050,North Lanarkshire
S00169656,S01018685,Shotts - 05,S02003463,Shotts,S12000050,North Lanarkshire
S00169645,S01018685,Shotts - 05,S02003463,Shotts,S12000050,North Lanarkshire
S00169653,S01018685,Shotts - 05,S02003463,Shotts,S12000050,North Lanarkshire
S00169773,S01018686,Stane - 01,S02003464,Stane,S12000050,North Lanarkshire
S00169592,S01018686,Stane - 01,S02003464,Stane,S12000050,North Lanarkshire
S00169622,S01018686,Stane - 01,S02003464,Stane,S12000050,North Lanarkshire
S00169748,S01018686,Stane - 01,S02003464,Stane,S12000050,North Lanarkshire
S00169694,S01018686,Stane - 01,S02003464,Stane,S12000050,North Lanarkshire
S00169700,S01018687,Stane - 02,S02003464,Stane,S12000050,North Lanarkshire
S00169697,S01018687,Stane - 02,S02003464,Stane,S12000050,North Lanarkshire
S00169669,S01018687,Stane - 02,S02003464,Stane,S12000050,North Lanarkshire
S00169706,S01018687,Stane - 02,S02003464,Stane,S12000050,North Lanarkshire
S00169834,S01018688,Stane - 03,S02003464,Stane,S12000050,North Lanarkshire
S00169826,S01018688,Stane - 03,S02003464,Stane,S12000050,North Lanarkshire
S00169838,S01018688,Stane - 03,S02003464,Stane,S12000050,North Lanarkshire
S00169841,S01018688,Stane - 03,S02003464,Stane,S12000050,North Lanarkshire
S00169832,S01018688,Stane - 03,S02003464,Stane,S12000050,North Lanarkshire
S00169791,S01018688,Stane - 03,S02003464,Stane,S12000050,North Lanarkshire
S00169786,S01018688,Stane - 03,S02003464,Stane,S12000050,North Lanarkshire
S00169860,S01018689,Stane - 04,S02003464,Stane,S12000050,North Lanarkshire
S00169856,S01018689,Stane - 04,S02003464,Stane,S12000050,North Lanarkshire
S00169888,S01018689,Stane - 04,S02003464,Stane,S12000050,North Lanarkshire
S00169870,S01018689,Stane - 04,S02003464,Stane,S12000050,North Lanarkshire
S00169845,S01018689,Stane - 04,S02003464,Stane,S12000050,North Lanarkshire
S00169839,S01018689,Stane - 04,S02003464,Stane,S12000050,North Lanarkshire
S00169872,S01018690,Stane - 05,S02003464,Stane,S12000050,North Lanarkshire
S00169874,S01018690,Stane - 05,S02003464,Stane,S12000050,North Lanarkshire
S00169894,S01018690,Stane - 05,S02003464,Stane,S12000050,North Lanarkshire
S00169914,S01018690,Stane - 05,S02003464,Stane,S12000050,North Lanarkshire
S00169905,S01018690,Stane - 05,S02003464,Stane,S12000050,North Lanarkshire
S00169544,S01018691,Harthill and Salsburgh - 01,S02003465,Harthill and Salsburgh,S12000050,North Lanarkshire
S00169538,S01018691,Harthill and Salsburgh - 01,S02003465,Harthill and Salsburgh,S12000050,North Lanarkshire
S00169547,S01018691,Harthill and Salsburgh - 01,S02003465,Harthill and Salsburgh,S12000050,North Lanarkshire
S00169542,S01018691,Harthill and Salsburgh - 01,S02003465,Harthill and Salsburgh,S12000050,North Lanarkshire
S00169715,S01018691,Harthill and Salsburgh - 01,S02003465,Harthill and Salsburgh,S12000050,North Lanarkshire
S00169701,S01018691,Harthill and Salsburgh - 01,S02003465,Harthill and Salsburgh,S12000050,North Lanarkshire
S00169689,S01018691,Harthill and Salsburgh - 01,S02003465,Harthill and Salsburgh,S12000050,North Lanarkshire
S00168982,S01018691,Harthill and Salsburgh - 01,S02003465,Harthill and Salsburgh,S12000050,North Lanarkshire
S00169107,S01018692,Harthill and Salsburgh - 02,S02003465,Harthill and Salsburgh,S12000050,North Lanarkshire
S00169109,S01018692,Harthill and Salsburgh - 02,S02003465,Harthill and Salsburgh,S12000050,North Lanarkshire
S00169146,S01018692,Harthill and Salsburgh - 02,S02003465,Harthill and Salsburgh,S12000050,North Lanarkshire
S00169143,S01018692,Harthill and Salsburgh - 02,S02003465,Harthill and Salsburgh,S12000050,North Lanarkshire
S00169114,S01018692,Harthill and Salsburgh - 02,S02003465,Harthill and Salsburgh,S12000050,North Lanarkshire
S00169075,S01018693,Harthill and Salsburgh - 03,S02003465,Harthill and Salsburgh,S12000050,North Lanarkshire
S00169090,S01018693,Harthill and Salsburgh - 03,S02003465,Harthill and Salsburgh,S12000050,North Lanarkshire
S00169070,S01018693,Harthill and Salsburgh - 03,S02003465,Harthill and Salsburgh,S12000050,North Lanarkshire
S00169102,S01018693,Harthill and Salsburgh - 03,S02003465,Harthill and Salsburgh,S12000050,North Lanarkshire
S00169025,S01018693,Harthill and Salsburgh - 03,S02003465,Harthill and Salsburgh,S12000050,North Lanarkshire
S00169031,S01018693,Harthill and Salsburgh - 03,S02003465,Harthill and Salsburgh,S12000050,North Lanarkshire
S00169028,S01018693,Harthill and Salsburgh - 03,S02003465,Harthill and Salsburgh,S12000050,North Lanarkshire
S00169046,S01018694,Harthill and Salsburgh - 04,S02003465,Harthill and Salsburgh,S12000050,North Lanarkshire
S00169056,S01018694,Harthill and Salsburgh - 04,S02003465,Harthill and Salsburgh,S12000050,North Lanarkshire
S00169088,S01018694,Harthill and Salsburgh - 04,S02003465,Harthill and Salsburgh,S12000050,North Lanarkshire
S00169084,S01018694,Harthill and Salsburgh - 04,S02003465,Harthill and Salsburgh,S12000050,North Lanarkshire
S00169108,S01018694,Harthill and Salsburgh - 04,S02003465,Harthill and Salsburgh,S12000050,North Lanarkshire
S00169024,S01018694,Harthill and Salsburgh - 04,S02003465,Harthill and Salsburgh,S12000050,North Lanarkshire
S00169022,S01018694,Harthill and Salsburgh - 04,S02003465,Harthill and Salsburgh,S12000050,North Lanarkshire
S00169030,S01018695,Harthill and Salsburgh - 05,S02003465,Harthill and Salsburgh,S12000050,North Lanarkshire
S00169007,S01018695,Harthill and Salsburgh - 05,S02003465,Harthill and Salsburgh,S12000050,North Lanarkshire
S00168992,S01018695,Harthill and Salsburgh - 05,S02003465,Harthill and Salsburgh,S12000050,North Lanarkshire
S00168973,S01018695,Harthill and Salsburgh - 05,S02003465,Harthill and Salsburgh,S12000050,North Lanarkshire
S00169002,S01018695,Harthill and Salsburgh - 05,S02003465,Harthill and Salsburgh,S12000050,North Lanarkshire
S00168980,S01018695,Harthill and Salsburgh - 05,S02003465,Harthill and Salsburgh,S12000050,North Lanarkshire
S00169557,S01018700,Salsburgh - 05,S02003466,Salsburgh,S12000050,North Lanarkshire
S00169468,S01018700,Salsburgh - 05,S02003466,Salsburgh,S12000050,North Lanarkshire
S00169632,S01018700,Salsburgh - 05,S02003466,Salsburgh,S12000050,North Lanarkshire
S00169599,S01018700,Salsburgh - 05,S02003466,Salsburgh,S12000050,North Lanarkshire
S00169664,S01018700,Salsburgh - 05,S02003466,Salsburgh,S12000050,North Lanarkshire
S00169659,S01018700,Salsburgh - 05,S02003466,Salsburgh,S12000050,North Lanarkshire
S00169310,S01018696,Salsburgh - 01,S02003466,Salsburgh,S12000050,North Lanarkshire
S00169342,S01018696,Salsburgh - 01,S02003466,Salsburgh,S12000050,North Lanarkshire
S00169331,S01018696,Salsburgh - 01,S02003466,Salsburgh,S12000050,North Lanarkshire
S00169339,S01018696,Salsburgh - 01,S02003466,Salsburgh,S12000050,North Lanarkshire
S00169349,S01018696,Salsburgh - 01,S02003466,Salsburgh,S12000050,North Lanarkshire
S00169317,S01018697,Salsburgh - 02,S02003466,Salsburgh,S12000050,North Lanarkshire
S00169329,S01018697,Salsburgh - 02,S02003466,Salsburgh,S12000050,North Lanarkshire
S00169323,S01018697,Salsburgh - 02,S02003466,Salsburgh,S12000050,North Lanarkshire
S00169333,S01018697,Salsburgh - 02,S02003466,Salsburgh,S12000050,North Lanarkshire
S00169347,S01018697,Salsburgh - 02,S02003466,Salsburgh,S12000050,North Lanarkshire
S00169104,S01018698,Salsburgh - 03,S02003466,Salsburgh,S12000050,North Lanarkshire
S00169053,S01018698,Salsburgh - 03,S02003466,Salsburgh,S12000050,North Lanarkshire
S00168930,S01018698,Salsburgh - 03,S02003466,Salsburgh,S12000050,North Lanarkshire
S00169345,S01018698,Salsburgh - 03,S02003466,Salsburgh,S12000050,North Lanarkshire
S00168713,S01018698,Salsburgh - 03,S02003466,Salsburgh,S12000050,North Lanarkshire
S00169385,S01018699,Salsburgh - 04,S02003466,Salsburgh,S12000050,North Lanarkshire
S00169377,S01018699,Salsburgh - 04,S02003466,Salsburgh,S12000050,North Lanarkshire
S00169402,S01018699,Salsburgh - 04,S02003466,Salsburgh,S12000050,North Lanarkshire
S00169374,S01018699,Salsburgh - 04,S02003466,Salsburgh,S12000050,North Lanarkshire
S00169879,S01018701,Cleland - 01,S02003467,Cleland,S12000050,North Lanarkshire
S00169896,S01018701,Cleland - 01,S02003467,Cleland,S12000050,North Lanarkshire
S00169869,S01018701,Cleland - 01,S02003467,Cleland,S12000050,North Lanarkshire
S00169908,S01018701,Cleland - 01,S02003467,Cleland,S12000050,North Lanarkshire
S00169871,S01018701,Cleland - 01,S02003467,Cleland,S12000050,North Lanarkshire
S00169909,S01018701,Cleland - 01,S02003467,Cleland,S12000050,North Lanarkshire
S00169919,S01018701,Cleland - 01,S02003467,Cleland,S12000050,North Lanarkshire
S00169912,S01018701,Cleland - 01,S02003467,Cleland,S12000050,North Lanarkshire
S00169978,S01018702,Cleland - 02,S02003467,Cleland,S12000050,North Lanarkshire
